����,���,����,���̼�(Ԫ),��߼�(Ԫ),��ͼ�(Ԫ),���̼�(Ԫ),�ɽ���(��),
688037.SH,оԴ΢,2020-02-06,146,163.17,142.05,154.9,4493935,
688037.SH,оԴ΢,2020-02-07,152.02,163.88,142.65,159.56,5085372,
688037.SH,оԴ΢,2020-02-10,154.88,165,142.23,144.78,4363453,
688037.SH,оԴ΢,2020-02-11,140.52,149.88,139.19,144.71,3146708,
688037.SH,оԴ΢,2020-02-12,143.01,166.66,139.56,159.3,4894855,
688037.SH,оԴ΢,2020-02-13,158.87,167.84,150.88,151,4356837,
688037.SH,оԴ΢,2020-02-14,151.06,157.99,139,143.91,3932563,
688037.SH,оԴ΢,2020-02-17,144.5,147.86,139.33,144.7,2800528,
688037.SH,оԴ΢,2020-02-18,144,152.52,142.09,149.47,3625984,
688037.SH,оԴ΢,2020-02-19,147.88,148.81,136.01,137.38,3817363,
688037.SH,оԴ΢,2020-02-20,136.15,138.8,118.5,124.31,4782918,
688037.SH,оԴ΢,2020-02-21,121.84,128.5,120.53,124.56,3310161,
688037.SH,оԴ΢,2020-02-24,121,134.99,116.88,131.93,4575946,
688037.SH,оԴ΢,2020-02-25,125.8,138.5,125,134.1,4471870,
688037.SH,оԴ΢,2020-02-26,131,134.78,115.61,116,3568732,
688037.SH,оԴ΢,2020-02-27,115.64,122.64,114.55,116.03,2361766,
688037.SH,оԴ΢,2020-02-28,108.34,111.98,103.22,105.4,2774871,
688037.SH,оԴ΢,2020-03-02,109.06,110.5,105,108.5,2046698,
688037.SH,оԴ΢,2020-03-03,111.59,121.02,110.05,113.83,3187550,
688037.SH,оԴ΢,2020-03-04,111.64,113.8,103.59,108.18,2281249,
688037.SH,оԴ΢,2020-03-05,110.8,113.37,106.03,111.52,2133647,
688037.SH,оԴ΢,2020-03-06,108.31,109.3,103.84,105.43,2342943,
688037.SH,оԴ΢,2020-03-09,100.94,102.02,91.5,91.83,3217761,
688037.SH,оԴ΢,2020-03-10,92.15,110.2,92.15,110.2,5508358,
688037.SH,оԴ΢,2020-03-11,110.4,119.68,107.81,112.6,6038105,
688037.SH,оԴ΢,2020-03-12,105.36,120.98,101,112.5,5320126,
688037.SH,оԴ΢,2020-03-13,107.09,135,107.09,131.85,7771222,
688037.SH,оԴ΢,2020-03-16,131,136.98,124.01,128.99,6268454,
688037.SH,оԴ΢,2020-03-17,135.93,142.05,131.72,136.1,7075071,
688037.SH,оԴ΢,2020-03-18,138.5,138.5,125.85,126.11,5678871,
688037.SH,оԴ΢,2020-03-19,125.3,131.55,118,129.54,4530398,
688037.SH,оԴ΢,2020-03-20,129.69,130.89,115.2,115.2,4429484,
688037.SH,оԴ΢,2020-03-23,108,109.8,99.07,102.3,4709750,
688037.SH,оԴ΢,2020-03-24,106.1,116.7,102.55,116.7,5446348,
688037.SH,оԴ΢,2020-03-25,121,129.9,116.6,118.6,5748048,
688037.SH,оԴ΢,2020-03-26,114.98,127.55,114.3,124.13,4413488,
688037.SH,оԴ΢,2020-03-27,126.5,128.8,115.6,117.26,3840147,
688037.SH,оԴ΢,2020-03-30,112,124.88,106,121.82,5014960,
688037.SH,оԴ΢,2020-03-31,124.12,128.7,117.28,121,4172562,
688037.SH,оԴ΢,2020-04-01,119.6,127.32,119.6,122.6,4097869,
688037.SH,оԴ΢,2020-04-02,122.79,142.79,118.1,136.41,6043383,
688037.SH,оԴ΢,2020-04-03,131.61,137.84,129.15,131,4572622,
688037.SH,оԴ΢,2020-04-07,137.09,138.28,129.5,130.83,4213623,
688037.SH,оԴ΢,2020-04-08,129,135,127,130.22,3596212,
688037.SH,оԴ΢,2020-04-09,130.86,131.45,122.81,123.1,3866104,
688037.SH,оԴ΢,2020-04-10,123.1,125.88,113.18,115.7,3831710,
688037.SH,оԴ΢,2020-04-13,113.5,121,111.99,117.65,2509841,
688037.SH,оԴ΢,2020-04-14,118.98,122.5,117.47,121.86,2874684,
688037.SH,оԴ΢,2020-04-15,120.6,126.85,119.7,120.98,3298468,
688037.SH,оԴ΢,2020-04-16,117,123.3,116.2,118.74,2746019,
688037.SH,оԴ΢,2020-04-17,120.5,127.68,118.8,121.42,4171099,
688037.SH,оԴ΢,2020-04-20,120.11,122.52,116.57,118.58,2702111,
688037.SH,оԴ΢,2020-04-21,117.11,118.11,111.11,113.1,2853899,
688037.SH,оԴ΢,2020-04-22,111.5,118.58,111,116.93,2979467,
688037.SH,оԴ΢,2020-04-23,116.5,118.5,113.1,113.49,2538860,
688037.SH,оԴ΢,2020-04-24,113.52,118.6,112.52,115.45,2872089,
688037.SH,оԴ΢,2020-04-27,113,113,104,105.4,3106584,
688037.SH,оԴ΢,2020-04-28,102.98,106.88,92.11,102.7,2636579,
688037.SH,оԴ΢,2020-04-29,100.2,103.76,96.4,96.51,2080862,
688037.SH,оԴ΢,2020-04-30,97.19,109.19,97.19,105.96,3483649,
688037.SH,оԴ΢,2020-05-06,103.5,126.49,103.5,122.28,5465013,
688037.SH,оԴ΢,2020-05-07,121.03,124.79,117.22,117.36,3252979,
688037.SH,оԴ΢,2020-05-08,118.69,128.2,116.65,124.48,5061362,
688037.SH,оԴ΢,2020-05-11,123.2,131,121,124.5,3619041,
688037.SH,оԴ΢,2020-05-12,122.7,123.99,116.78,120.75,2859106,
688037.SH,оԴ΢,2020-05-13,122,126.75,121.28,122.2,2875530,
688037.SH,оԴ΢,2020-05-14,120,128,119.1,122.45,3745665,
688037.SH,оԴ΢,2020-05-15,125,142,124.1,134.5,7452840,
688037.SH,оԴ΢,2020-05-18,140,143.33,133.01,137.66,6602260,
688037.SH,оԴ΢,2020-05-19,136.33,159.01,134.96,153.2,7277784,
688037.SH,оԴ΢,2020-05-20,150,154.19,137.74,139.77,6177407,
688037.SH,оԴ΢,2020-05-21,137.68,140.51,127.9,129.19,4475730,
688037.SH,оԴ΢,2020-05-22,128.03,133.6,123.3,131.33,3679311,
688037.SH,оԴ΢,2020-05-25,130,134.91,127.6,128.97,2645779,
688037.SH,оԴ΢,2020-05-26,130.5,134.43,129.5,132.9,3215763,
688037.SH,оԴ΢,2020-05-27,131.79,134.3,126.5,126.67,3302550,
688037.SH,оԴ΢,2020-05-28,126,128.4,117.67,120.99,3381065,
688037.SH,оԴ΢,2020-05-29,118.97,125.6,118.01,121.41,2769417,
688037.SH,оԴ΢,2020-06-01,123.65,131.45,122.5,129.96,3696081,
688037.SH,оԴ΢,2020-06-02,130.48,135,127.51,132.75,4246741,
688037.SH,оԴ΢,2020-06-03,132.8,135.99,128.64,128.8,3849334,
688037.SH,оԴ΢,2020-06-04,129.04,130.9,121.6,123.21,3099689,
688037.SH,оԴ΢,2020-06-05,123.21,126.9,122.6,124.73,1941692,
688037.SH,оԴ΢,2020-06-08,126,127.2,119.6,119.7,2353900,
688037.SH,оԴ΢,2020-06-09,118.8,119,115.62,117.6,2204964,
688037.SH,оԴ΢,2020-06-10,117.23,119.88,116.05,117.82,1685408,
688037.SH,оԴ΢,2020-06-11,119,127.47,118.6,123,3600997,
688037.SH,оԴ΢,2020-06-12,118.02,121.48,118,119.45,2187851,
688037.SH,оԴ΢,2020-06-15,117.87,118.98,111.01,111.97,2770448,
688037.SH,оԴ΢,2020-06-16,113.38,115.79,112.4,114.76,1896190,
688037.SH,оԴ΢,2020-06-17,114.09,115.85,111.5,113.52,1517481,
688037.SH,оԴ΢,2020-06-18,113.31,117.92,113.22,116.27,2367536,
688037.SH,оԴ΢,2020-06-19,116.82,119.88,113.38,116.6,2268310,
688037.SH,оԴ΢,2020-06-22,118.88,126.17,118.58,122.3,3535190,
688037.SH,оԴ΢,2020-06-23,125.6,125.89,120,121.4,2440016,
688037.SH,оԴ΢,2020-06-24,122.45,130.68,121.01,128.3,3950735,
688037.SH,оԴ΢,2020-06-29,126.66,127.89,122.57,127.8,2619701,
688037.SH,оԴ΢,2020-06-30,129.39,130.99,126.5,127.1,2681059,
688037.SH,оԴ΢,2020-07-01,128.89,130,123.5,126.05,3227161,
688037.SH,оԴ΢,2020-07-02,131,144,131,135.39,5770887,
688037.SH,оԴ΢,2020-07-03,131,132.8,127.01,129.54,4344881,
688037.SH,оԴ΢,2020-07-06,130.5109,145.1344,130.4508,141.1407,5665219,
688037.SH,оԴ΢,2020-07-07,141.2308,152.1309,138.1279,138.1279,5626181,
688037.SH,оԴ΢,2020-07-08,139.1789,142.0115,135.6757,140.9305,3425107,
688037.SH,оԴ΢,2020-07-09,140.4701,150.9898,138.5283,145.1644,4381015,
688037.SH,оԴ΢,2020-07-10,142.3919,149.0681,142.3919,144.3637,3795374,
688037.SH,оԴ΢,2020-07-13,144.3437,150.099,144.1335,149.9289,3796305,
688037.SH,оԴ΢,2020-07-14,148.6176,153.9326,138.1279,148.2173,4717436,
688037.SH,оԴ΢,2020-07-15,151.9407,153.0217,135.7757,137.0569,3907825,
688037.SH,оԴ΢,2020-07-16,134.1242,134.925,116.7081,118.1094,3660087,
688037.SH,оԴ΢,2020-07-17,118.3496,121.0621,113.6052,114.0156,1934908,
688037.SH,оԴ΢,2020-07-20,114.7663,117.9092,105.1974,116.3678,1863796,
688037.SH,оԴ΢,2020-07-21,116.3878,120.5917,114.5161,117.2486,1783483,
688037.SH,оԴ΢,2020-07-22,117.3086,119.4706,115.3268,116.7081,1609269,
688037.SH,оԴ΢,2020-07-23,114.9064,119.6108,114.6061,116.7281,1662609,
688037.SH,оԴ΢,2020-07-24,116.0875,116.0875,105.0673,105.1174,2202264,
688037.SH,оԴ΢,2020-07-27,105.5478,108.2703,101.9744,103.0855,1270476,
688037.SH,оԴ΢,2020-07-28,104.5568,106.9991,104.1364,105.8781,1011549,
688037.SH,оԴ΢,2020-07-29,105.9181,112.9046,105.3175,112.6143,1557011,
688037.SH,оԴ΢,2020-07-30,112.0037,115.9874,111.213,112.304,1478058,
688037.SH,оԴ΢,2020-07-31,111.223,115.557,111.223,114.5161,1653972,
688037.SH,оԴ΢,2020-08-03,116.608,122.6136,116.4078,119.0703,2156888,
688037.SH,оԴ΢,2020-08-04,118.3696,119.0202,113.9856,115.0966,1641144,
688037.SH,оԴ΢,2020-08-05,121.2123,122.1131,116.7882,117.8091,1699832,
688037.SH,оԴ΢,2020-08-06,115.6571,117.9092,113.6152,115.3769,1363370,
688037.SH,оԴ΢,2020-08-07,115.8673,116.0675,107.6297,108.7007,1606737,
688037.SH,оԴ΢,2020-08-10,108.7107,112.6043,108.7107,112.4642,1289988,
688037.SH,оԴ΢,2020-08-11,118.0994,134.1242,115.0065,128.1887,6073167,
688037.SH,оԴ΢,2020-08-12,133.0232,144.8341,127.6482,144.8341,6907474,
688037.SH,оԴ΢,2020-08-13,144.734,144.8341,129.7201,130.1205,5127962,
688037.SH,оԴ΢,2020-08-14,128.2288,135.0551,124.2651,129.0695,3455203,
688037.SH,оԴ΢,2020-08-17,130.1005,130.1005,122.9939,127.0176,3183681,
688037.SH,оԴ΢,2020-08-18,125.9166,129.0695,121.4725,122.8538,2866347,
688037.SH,оԴ΢,2020-08-19,122.1431,122.9138,114.3059,114.9064,2357693,
688037.SH,оԴ΢,2020-08-20,112.6043,120.912,112.5843,117.0584,2356490,
688037.SH,оԴ΢,2020-08-21,117.9392,120.2213,112.324,113.6052,1843571,
688037.SH,оԴ΢,2020-08-24,114.486,122.5135,110.7025,120.6117,2547481,
688037.SH,оԴ΢,2020-08-25,120.8719,123.0039,116.1075,117.4588,1768729,
688037.SH,оԴ΢,2020-08-26,116.7681,117.6089,110.7225,111.9537,1894861,
688037.SH,оԴ΢,2020-08-27,112.5843,122.0931,111.233,117.8992,2718714,
688037.SH,оԴ΢,2020-08-28,117.9092,117.9092,112.8445,114.8063,1738131,
688037.SH,оԴ΢,2020-08-31,114.6061,119.1103,114.5161,114.6061,1452930,
688037.SH,оԴ΢,2020-09-01,114.6061,114.8063,111.7835,113.2849,1102600,
688037.SH,оԴ΢,2020-09-02,113.355,115.547,112.1339,114.7863,1139319,
688037.SH,оԴ΢,2020-09-03,114.0857,116.0074,111.8035,114.8063,1205829,
688037.SH,оԴ΢,2020-09-04,112.7544,121.0821,112.7544,116.8983,1889223,
688037.SH,оԴ΢,2020-09-07,119.6008,119.6008,111.4332,112.5943,1772366,
688037.SH,оԴ΢,2020-09-08,112.0938,112.284,107.1993,108.8008,1440575,
688037.SH,оԴ΢,2020-09-09,108.8008,111.0829,102.4649,107.3394,1448236,
688037.SH,оԴ΢,2020-09-10,108.4004,112.9046,106.9791,107.1392,1190851,
688037.SH,оԴ΢,2020-09-11,108.1001,109.9018,105.6679,108.6006,881506,
688037.SH,оԴ΢,2020-09-14,108.8008,112.9046,107.4795,108.6506,1289572,
688037.SH,оԴ΢,2020-09-15,109.7016,118.2095,106.4286,114.0957,2137477,
688037.SH,оԴ΢,2020-09-16,112.7044,114.9965,109.8017,110.4523,1326495,
688037.SH,оԴ΢,2020-09-17,110.9828,116.0775,110.0319,114.7963,1716053,
688037.SH,оԴ΢,2020-09-18,114.5361,115.9073,112.7044,115.0666,1123625,
688037.SH,оԴ΢,2020-09-21,117.8291,117.8291,111.8836,112.7845,937523,
688037.SH,оԴ΢,2020-09-22,110.4022,113.0447,109.2312,110.0219,781904,
688037.SH,оԴ΢,2020-09-23,110.5724,114.9364,109.7416,113.0847,1045094,
688037.SH,оԴ΢,2020-09-24,112.1038,114.0957,109.9018,109.9118,743042,
688037.SH,оԴ΢,2020-09-25,110.9327,111.1529,106.7589,107.0692,759686,
688037.SH,оԴ΢,2020-09-28,108.0901,108.0901,104.1765,104.3066,680178,
688037.SH,оԴ΢,2020-09-29,105.8981,108.5605,105.0973,106.1583,685772,
688037.SH,оԴ΢,2020-09-30,106.5387,110.5524,106.5387,107.2593,851819,
688037.SH,оԴ΢,2020-10-09,108.6206,111.1529,108.6206,109.6516,680256,
688037.SH,оԴ΢,2020-10-12,109.6516,114.7663,108.2102,113.5852,1107161,
688037.SH,оԴ΢,2020-10-13,112.6043,115.0065,111.8536,112.7644,775845,
688037.SH,оԴ΢,2020-10-14,112.1038,112.1038,107.4695,108.2603,988856,
688037.SH,оԴ΢,2020-10-15,108.2202,112.5943,106.0983,106.2484,1045341,
688037.SH,оԴ΢,2020-10-16,106.8189,108.1001,104.9472,105.2875,709759,
688037.SH,оԴ΢,2020-10-19,106.2884,107.9199,105.4977,106.6187,592186,
688037.SH,оԴ΢,2020-10-20,106.6087,106.6187,102.4949,105.0973,903796,
688037.SH,оԴ΢,2020-10-21,104.3266,105.4477,99.6623,100.0727,1332018,
688037.SH,оԴ΢,2020-10-22,100.0727,100.0727,97.0899,98.4312,588280,
688037.SH,оԴ΢,2020-10-23,99.4921,100.9535,94.0871,94.2072,930935,
688037.SH,оԴ΢,2020-10-26,94.1872,95.8588,92.3355,94.5976,589241,
688037.SH,оԴ΢,2020-10-27,94.0871,95.4184,93.1863,94.0971,548807,
688037.SH,оԴ΢,2020-10-28,94.0871,95.1481,93.1062,94.5976,543312,
688037.SH,оԴ΢,2020-10-29,100.0827,103.3757,99.1018,100.0927,1705299,
688037.SH,оԴ΢,2020-10-30,102.6451,115.1066,100.4731,107.2794,2876901,
688037.SH,оԴ΢,2020-11-02,107.4495,111.0529,104.0964,108.1201,1946966,
688037.SH,оԴ΢,2020-11-03,108.5405,112.1038,106.0983,109.051,1592865,
688037.SH,оԴ΢,2020-11-04,109.051,110.102,106.2084,106.2784,1102484,
688037.SH,оԴ΢,2020-11-05,107.7798,109.5014,106.1283,108.6006,1132868,
688037.SH,оԴ΢,2020-11-06,107.5596,108.9809,105.3576,106.1083,1032267,
688037.SH,оԴ΢,2020-11-09,106.869,117.9092,106.859,115.6071,3277958,
688037.SH,оԴ΢,2020-11-10,113.8254,115.0766,111.5033,111.7535,1679932,
688037.SH,оԴ΢,2020-11-11,113.1048,113.1048,103.2957,103.5759,1565749,
688037.SH,оԴ΢,2020-11-12,105.3976,105.8981,101.2738,101.9444,1041007,
688037.SH,оԴ΢,2020-11-13,101.1036,104.5869,101.1036,103.1655,666472,
688037.SH,оԴ΢,2020-11-16,103.0955,104.2966,101.514,102.3047,584746,
688037.SH,оԴ΢,2020-11-17,102.615,104.4567,98.5913,103.7961,1168515,
688037.SH,оԴ΢,2020-11-18,103.0955,104.9772,102.0946,102.8653,787109,
688037.SH,оԴ΢,2020-11-19,103.696,104.5969,100.3329,102.9253,722640,
688037.SH,оԴ΢,2020-11-20,102.4849,103.8762,102.0946,103.0554,545584,
688037.SH,оԴ΢,2020-11-23,102.535,103.5359,100.5932,101.2938,608006,
688037.SH,оԴ΢,2020-11-24,101.2938,103.7661,100.7733,101.2938,671565,
688037.SH,оԴ΢,2020-11-25,101.2938,103.0554,99.3921,100.5731,687875,
688037.SH,оԴ΢,2020-11-26,100.1928,101.3138,98.5913,98.7014,629066,
688037.SH,оԴ΢,2020-11-27,98.8916,100.5631,97.4102,98.4912,523613,
688037.SH,оԴ΢,2020-11-30,99.7924,101.6742,97.0899,99.5922,702086,
688037.SH,оԴ΢,2020-12-01,99.1218,101.2938,98.8616,101.1537,660085,
688037.SH,оԴ΢,2020-12-02,102.0946,103.8962,100.5932,102.1346,798300,
688037.SH,оԴ΢,2020-12-03,100.8434,103.3958,99.8925,100.0026,883935,
688037.SH,оԴ΢,2020-12-04,99.5922,100.393,98.1909,98.3511,599663,
688037.SH,оԴ΢,2020-12-07,99.0217,101.0636,98.4912,99.0918,732734,
688037.SH,оԴ΢,2020-12-08,99.0918,99.0918,95.9689,96.2892,858670,
688037.SH,оԴ΢,2020-12-09,96.129,96.6295,92.7859,93.7068,770050,
688037.SH,оԴ΢,2020-12-10,93.7168,96.119,93.7168,95.1781,605578,
688037.SH,оԴ΢,2020-12-11,96.5895,97.1099,94.5275,96.089,699251,
688037.SH,оԴ΢,2020-12-14,96.9498,96.9598,93.4766,94.2873,678216,
688037.SH,оԴ΢,2020-12-15,95.3483,97.4803,94.8579,96.2892,1052726,
688037.SH,оԴ΢,2020-12-16,94.8779,94.9479,89.8832,90.7841,1509490,
688037.SH,оԴ΢,2020-12-17,89.0825,89.0825,84.4882,86.8705,1555455,
688037.SH,оԴ΢,2020-12-18,87.5811,92.0753,87.411,88.6921,1407943,
688037.SH,оԴ΢,2020-12-21,88.6921,93.7568,88.6921,91.5748,1176369,
688037.SH,оԴ΢,2020-12-22,91.5548,91.9251,88.582,89.1626,759659,
688037.SH,оԴ΢,2020-12-23,87.7913,89.3728,86.7904,87.3809,870873,
688037.SH,оԴ΢,2020-12-24,87.3809,88.0616,84.6784,85.5192,699142,
688037.SH,оԴ΢,2020-12-25,85.5192,85.5192,82.056,82.8768,896010,
688037.SH,оԴ΢,2020-12-28,82.6465,87.0806,82.076,86.0797,1358082,
688037.SH,оԴ΢,2020-12-29,86.0797,89.633,84.6884,88.1817,1164212,
688037.SH,оԴ΢,2020-12-30,87.9815,96.5895,87.1507,94.988,2288833,
688037.SH,оԴ΢,2020-12-31,95.1882,109.2011,95.1882,103.1455,2861688,
688037.SH,оԴ΢,2021-01-04,108.1001,108.6807,103.0955,107.1492,3043891,
688037.SH,оԴ΢,2021-01-05,107.1492,108.7607,104.1064,105.2375,2147559,
688037.SH,оԴ΢,2021-01-06,104.2065,106.6788,101.9945,103.4058,1183542,
688037.SH,оԴ΢,2021-01-07,102.4849,102.545,91.5948,94.2973,2521387,
688037.SH,оԴ΢,2021-01-08,95.7687,96.5895,91.6549,93.5867,1472791,
688037.SH,оԴ΢,2021-01-11,95.028,98.5913,92.9861,96.3292,1759469,
688037.SH,оԴ΢,2021-01-12,95.2082,97.6905,93.5967,96.6996,1425040,
688037.SH,оԴ΢,2021-01-13,96.6795,97.3802,90.3837,93.5867,1505900,
688037.SH,оԴ΢,2021-01-14,93.987,108.9009,93.4866,107.6597,3291113,
688037.SH,оԴ΢,2021-01-15,113.9055,115.1066,105.9782,106.5987,3369759,
688037.SH,оԴ΢,2021-01-18,101.2037,112.284,101.2037,109.4113,3246052,
688037.SH,оԴ΢,2021-01-19,111.4032,111.6034,103.2957,103.5959,2092051,
688037.SH,оԴ΢,2021-01-20,106.0983,109.011,103.9763,106.0983,1923838,
688037.SH,оԴ΢,2021-01-21,108.1001,109.5214,103.646,104.8271,1338753,
688037.SH,оԴ΢,2021-01-22,104.0964,106.0883,98.5613,103.0554,1494809,
688037.SH,оԴ΢,2021-01-25,102.2047,105.0973,98.7715,102.595,1295274,
688037.SH,оԴ΢,2021-01-26,102.0745,108,99.8925,104.5969,1924241,
688037.SH,оԴ΢,2021-01-27,106.0983,106.0983,101.2738,102.6951,1028054,
688037.SH,оԴ΢,2021-01-28,101.3939,104.1965,100.0927,100.5832,978291,
688037.SH,оԴ΢,2021-01-29,101.5641,102.4549,98.1509,102.4549,971593,
688037.SH,оԴ΢,2021-02-01,102.0946,106.3985,100.5431,104.4968,1035778,
688037.SH,оԴ΢,2021-02-02,106.2084,106.2084,101.2037,106.0682,1056178,
688037.SH,оԴ΢,2021-02-03,105.6579,105.8981,101.0936,103.7761,1068661,
688037.SH,оԴ΢,2021-02-04,103.1956,104.5969,95.1081,97.9307,1145549,
688037.SH,оԴ΢,2021-02-05,97.9307,98.3511,86.0797,86.9806,1533449,
688037.SH,оԴ΢,2021-02-08,88.582,94.6376,88.0716,92.2655,972591,
688037.SH,оԴ΢,2021-02-09,93.6467,95.5285,91.3446,94.5876,682158,
688037.SH,оԴ΢,2021-02-10,94.5876,96.3993,92.6058,92.7059,492474,
688037.SH,оԴ΢,2021-02-18,92.3155,98.7414,92.3155,96.3492,685544,
688037.SH,оԴ΢,2021-02-19,95.0981,96.8897,94.2173,96.5094,514388,
688037.SH,оԴ΢,2021-02-22,97.8907,98.8916,92.1553,95.4384,526729,
688037.SH,оԴ΢,2021-02-23,95.8888,95.8888,92.2655,93.8469,496980,
688037.SH,оԴ΢,2021-02-24,94.5175,96.2892,92.886,93.5867,498234,
688037.SH,оԴ΢,2021-02-25,93.6868,95.0881,89.3828,90.1835,617273,
688037.SH,оԴ΢,2021-02-26,89.9433,92.4857,86.6903,90.6339,652785,
688037.SH,оԴ΢,2021-03-01,92.4456,93.4465,90.6339,93.3364,425396,
688037.SH,оԴ΢,2021-03-02,94.4475,96.049,91.1844,92.5457,597221,
688037.SH,оԴ΢,2021-03-03,91.725,92.3555,90.5839,92.0853,366477,
688037.SH,оԴ΢,2021-03-04,91.9752,94.5876,90.6439,90.8541,459413,
688037.SH,оԴ΢,2021-03-05,91.2845,91.6349,89.0925,90.5839,403750,
688037.SH,оԴ΢,2021-03-08,90.5839,91.735,86.8805,87.0506,573216,
688037.SH,оԴ΢,2021-03-09,87.3309,88.522,82.2262,82.5264,748961,
688037.SH,оԴ΢,2021-03-10,84.3781,84.3781,82.2762,83.2271,339099,
688037.SH,оԴ΢,2021-03-11,83.4773,87.0306,81.3954,85.7794,542686,
688037.SH,оԴ΢,2021-03-12,85.8795,85.8795,83.177,83.4973,485640,
688037.SH,оԴ΢,2021-03-15,83.5774,83.6575,80.6947,81.3553,433489,
688037.SH,оԴ΢,2021-03-16,82.4564,82.5765,80.3244,80.6347,334791,
688037.SH,оԴ΢,2021-03-17,80.4945,82.0059,80.1743,81.1351,359139,
688037.SH,оԴ΢,2021-03-18,81.9759,81.9759,80.2243,80.6547,353839,
688037.SH,оԴ΢,2021-03-19,80.2243,80.955,79.1733,80.955,403958,
688037.SH,оԴ΢,2021-03-22,80.5746,82.9768,79.5937,81.4354,537609,
688037.SH,оԴ΢,2021-03-23,81.4254,85.4792,81.4254,84.1579,810114,
688037.SH,оԴ΢,2021-03-24,83.097,83.9678,80.1743,80.2743,517849,
688037.SH,оԴ΢,2021-03-25,80.2643,81.3453,79.6638,79.8439,325312,
688037.SH,оԴ΢,2021-03-26,79.5737,82.6265,78.863,81.3854,383158,
688037.SH,оԴ΢,2021-03-29,81.3954,82.1761,79.894,79.934,357130,
688037.SH,оԴ΢,2021-03-30,80.0642,80.0742,78.9531,79.0632,383004,
688037.SH,оԴ΢,2021-03-31,78.9831,79.3135,75.57,76.7211,689908,
688037.SH,оԴ΢,2021-04-01,76.711,79.874,76.621,78.9431,617859,
688037.SH,оԴ΢,2021-04-02,79.7138,82.7266,79.6338,82.1961,880596,
688037.SH,оԴ΢,2021-04-06,83.5774,84.8786,81.8958,82.2862,1068064,
688037.SH,оԴ΢,2021-04-07,84.3581,85.6493,81.8758,84.4582,990519,
688037.SH,оԴ΢,2021-04-08,83.4273,84.3781,81.9959,82.9468,699129,
688037.SH,оԴ΢,2021-04-09,82.5064,84.3681,81.2953,82.0059,448786,
688037.SH,оԴ΢,2021-04-12,81.9959,82.5865,80.1743,80.4645,318730,
688037.SH,оԴ΢,2021-04-13,78.9731,80.955,78.4326,79.4736,247479,
688037.SH,оԴ΢,2021-04-14,79.6037,80.6247,78.813,80.2643,301050,
688037.SH,оԴ΢,2021-04-15,79.2834,80.8749,77.8821,80.2543,381831,
688037.SH,оԴ΢,2021-04-16,80.4645,81.0751,79.0732,79.884,253336,
688037.SH,оԴ΢,2021-04-19,79.884,84.5683,79.884,84.2981,841293,
688037.SH,оԴ΢,2021-04-20,83.9077,84.5483,82.1561,82.3062,541376,
688037.SH,оԴ΢,2021-04-21,82.9768,83.6775,81.2753,81.6656,262285,
