旗鷹,酒各,晩豚,蝕徒勺(圷),恷互勺(圷),恷詰勺(圷),辺徒勺(圷),撹住楚(紘),
601966.SH,早艸態魅,2022-01-24,34.6351,36.2485,34.3769,35.1837,7278164,
601966.SH,早艸態魅,2022-01-25,34.9578,35.4956,34.0973,34.1403,3995392,
601966.SH,早艸態魅,2022-01-26,34.3339,34.4092,33.3228,33.7746,4633628,
601966.SH,早艸態魅,2022-01-27,33.6348,34.6136,33.2691,33.3443,6289418,
601966.SH,早艸態魅,2022-01-28,33.5595,34.0543,32.6452,32.8173,4740447,
601966.SH,早艸態魅,2022-02-07,32.8065,34.7427,32.8065,34.2048,5977579,
601966.SH,早艸態魅,2022-02-08,34.2048,34.2048,32.2795,33.0217,9832295,
601966.SH,早艸態魅,2022-02-09,33.0432,33.0432,31.1931,32.0859,18037313,
601966.SH,早艸態魅,2022-02-10,31.7417,31.8923,30.5262,30.9565,18455207,
601966.SH,早艸態魅,2022-02-11,30.9134,31.4835,30.1713,30.4509,11948009,
601966.SH,早艸態魅,2022-02-14,30.3218,30.58,29.6012,29.7948,11230309,
601966.SH,早艸態魅,2022-02-15,29.7948,31.0318,29.6012,30.9349,10939332,
601966.SH,早艸態魅,2022-02-16,31.1501,31.7094,30.7951,31.3329,6862886,
601966.SH,早艸態魅,2022-02-17,31.4835,31.4943,30.8381,31.107,4915820,
601966.SH,早艸態魅,2022-02-18,31.0748,31.3007,30.3326,30.8059,7133375,
601966.SH,早艸態魅,2022-02-21,30.8059,30.8489,30.4079,30.5047,3708673,
601966.SH,早艸態魅,2022-02-22,30.3326,30.5047,29.6872,30.0637,6006019,
601966.SH,早艸態魅,2022-02-23,30.0207,31.6233,30.0099,31.1608,14442000,
601966.SH,早艸態魅,2022-02-24,30.9995,31.3114,29.9669,30.3864,5976497,
601966.SH,早艸態魅,2022-02-25,30.4294,31.2791,30.4294,30.5585,5827106,
601966.SH,早艸態魅,2022-02-28,30.7306,30.7628,29.7195,30.0744,5898082,
601966.SH,早艸態魅,2022-03-01,30.1713,30.9242,30.1282,30.3003,4665640,
601966.SH,早艸態魅,2022-03-02,30.2681,30.2681,28.4503,29.1494,12988044,
601966.SH,早艸態魅,2022-03-03,29.1494,29.2462,26.8906,26.9444,24143075,
601966.SH,早艸態魅,2022-03-04,26.4173,26.8691,25.9225,26.7508,14639347,
601966.SH,早艸態魅,2022-03-07,26.5464,26.5679,24.9867,25.1373,27390950,
601966.SH,早艸態魅,2022-03-08,25.1481,25.6644,23.9004,24.0617,23007715,
601966.SH,早艸態魅,2022-03-09,24.2338,24.5673,22.8785,23.6422,17454151,
601966.SH,早艸態魅,2022-03-10,24.3091,24.6641,24.0079,24.5242,13715323,
601966.SH,早艸態魅,2022-03-11,24.18,24.4597,23.6852,24.3952,11733147,
601966.SH,早艸態魅,2022-03-14,24.2768,24.4059,23.5239,23.5884,7943007,
601966.SH,早艸態魅,2022-03-15,23.5454,23.7283,22.1363,22.2547,13659576,
601966.SH,早艸態魅,2022-03-16,22.6526,23.1474,21.8674,22.9968,14827711,
601966.SH,早艸態魅,2022-03-17,23.2227,24.6533,23.0721,24.1155,14525851,
601966.SH,早艸態魅,2022-03-18,24.1908,25.901,24.1478,24.7609,20256724,
601966.SH,早艸態魅,2022-03-21,24.7716,25.3202,24.5027,25.0728,14606825,
601966.SH,早艸態魅,2022-03-22,25.0836,25.2772,24.3199,24.9115,17146195,
601966.SH,早艸態魅,2022-03-23,25.1266,25.9225,24.7716,25.0728,17003104,
601966.SH,早艸態魅,2022-03-24,24.933,25.0943,24.2015,24.7716,20298523,
601966.SH,早艸態魅,2022-03-25,24.8469,25.5891,24.2123,24.2661,15497571,
601966.SH,早艸態魅,2022-03-28,24.2768,24.3199,23.3841,24.0617,15274745,
601966.SH,早艸態魅,2022-03-29,24.094,24.1585,23.2442,23.4701,7762099,
601966.SH,早艸態魅,2022-03-30,23.9326,24.8899,23.3518,24.6425,17608588,
601966.SH,早艸態魅,2022-03-31,24.5457,24.7178,23.739,23.739,11649399,
601966.SH,早艸態魅,2022-04-01,23.5562,23.8466,23.3948,23.5884,8182976,
601966.SH,早艸態魅,2022-04-06,23.8251,23.8358,22.6526,22.8032,13757707,
601966.SH,早艸態魅,2022-04-07,22.771,23.3088,22.2547,22.3084,11054224,
601966.SH,早艸態魅,2022-04-08,22.3407,22.9646,21.8567,22.8247,13883638,
601966.SH,早艸態魅,2022-04-11,22.771,22.8785,21.62,21.6953,12506573,
601966.SH,早艸態魅,2022-04-12,21.6953,21.9535,21.2866,21.9212,10800413,
601966.SH,早艸態魅,2022-04-13,21.8352,21.8352,21.3404,21.3834,7954739,
601966.SH,早艸態魅,2022-04-14,21.6308,22.2331,21.5447,21.7599,6810678,
601966.SH,早艸態魅,2022-04-15,21.577,22.018,21.2328,21.7491,7630787,
601966.SH,早艸態魅,2022-04-18,21.7491,21.7706,21.2974,21.4372,8928502,
601966.SH,早艸態魅,2022-04-19,21.5125,22.2869,21.0177,21.2651,18381623,
601966.SH,早艸態魅,2022-04-20,21.2974,23.0721,20.9424,22.1363,25918235,
601966.SH,早艸態魅,2022-04-21,22.0073,22.8355,20.8994,21.2328,18932482,
601966.SH,早艸態魅,2022-04-22,20.8994,21.3081,20.1142,21.2974,14984908,
601966.SH,早艸態魅,2022-04-25,20.8241,20.8886,19.2967,19.3182,15078695,
601966.SH,早艸態魅,2022-04-26,19.5979,19.5979,18.4685,18.5653,14339251,
601966.SH,早艸態魅,2022-04-27,18.2856,20.2432,18.178,20.1357,22735333,
601966.SH,早艸態魅,2022-04-28,19.9743,20.0819,19.0816,19.4258,15512576,
601966.SH,早艸態魅,2022-04-29,17.7478,19.1891,17.7478,19.1138,35366971,
601966.SH,早艸態魅,2022-05-05,18.8234,20.1034,18.7159,19.9421,19867050,
601966.SH,早艸態魅,2022-05-06,19.4473,19.77,19.2537,19.3612,8501881,
601966.SH,早艸態魅,2022-05-09,19.4688,19.5764,18.6406,18.6621,12695983,
601966.SH,早艸態魅,2022-05-10,18.5653,19.9851,18.2964,19.8345,19656942,
601966.SH,早艸態魅,2022-05-11,19.8345,21.3511,19.5333,20.3831,22415560,
601966.SH,早艸態魅,2022-05-12,20.34,20.8133,20.0604,20.4476,13653110,
601966.SH,早艸態魅,2022-05-13,20.5229,21.6738,20.4369,21.6308,20474339,
601966.SH,早艸態魅,2022-05-16,21.7168,22.3837,21.3404,21.4157,19473815,
601966.SH,早艸態魅,2022-05-17,21.4049,21.7921,21.1145,21.62,10224197,
601966.SH,早艸態魅,2022-05-18,21.5125,21.7384,21.2543,21.4264,9939436,
601966.SH,早艸態魅,2022-05-19,21.0715,21.3404,20.7488,21.2974,11900757,
601966.SH,早艸態魅,2022-05-20,21.3404,22.3515,21.3404,22.2762,11886715,
601966.SH,早艸態魅,2022-05-23,22.3945,22.4805,21.5663,21.7384,10961300,
601966.SH,早艸態魅,2022-05-24,22.4913,23.9111,21.8567,21.9427,36961312,
601966.SH,早艸態魅,2022-05-25,21.7276,22.4698,21.0284,22.3192,19522110,
601966.SH,早艸態魅,2022-05-26,22.1686,22.3192,21.5663,21.6631,12658979,
601966.SH,早艸態魅,2022-05-27,21.7599,22.1041,21.0284,21.2866,11040304,
601966.SH,早艸態魅,2022-05-30,21.4049,22.5558,21.2113,22.2439,19645823,
601966.SH,早艸態魅,2022-05-31,22.1041,23.1259,21.7599,22.9108,14696398,
601966.SH,早艸態魅,2022-06-01,23.653,24.4489,23.1259,23.4163,26430081,
601966.SH,早艸態魅,2022-06-02,23.3733,24.8577,23.212,24.6103,24318021,
601966.SH,早艸態魅,2022-06-06,24.7394,25.3309,23.4163,23.8251,27982199,
601966.SH,早艸態魅,2022-06-07,23.6637,23.6852,22.3192,22.6311,24841979,
601966.SH,早艸態魅,2022-06-08,22.4375,22.8032,21.9427,22.6634,16054810,
601966.SH,早艸態魅,2022-06-09,22.6957,22.9753,21.5985,21.7061,15335123,
601966.SH,早艸態魅,2022-06-10,21.8362,22.6819,21.5543,22.1506,18578696,
601966.SH,早艸態魅,2022-06-13,22.0314,23.5167,21.9555,23.0071,20632627,
601966.SH,早艸態魅,2022-06-14,22.7578,24.0372,22.3675,23.9287,25699845,
601966.SH,早艸態魅,2022-06-15,24.0697,24.8286,24.0155,24.0155,26324424,
601966.SH,早艸態魅,2022-06-16,23.842,24.3733,23.6685,23.8854,14166984,
601966.SH,早艸態魅,2022-06-17,23.5493,26.2707,23.5384,26.2707,33919662,
601966.SH,早艸態魅,2022-06-20,27.1055,28.0813,26.6827,27.3766,46893838,
601966.SH,早艸態魅,2022-06-21,27.1055,27.5283,26.0755,26.4224,24373739,
601966.SH,早艸態魅,2022-06-22,26.5634,26.6718,25.5876,25.696,17850933,
601966.SH,早艸態魅,2022-06-23,25.8044,28.2656,25.8044,28.2656,38065768,
601966.SH,早艸態魅,2022-06-24,28.515,29.3498,27.9729,28.9053,38164782,
601966.SH,早艸態魅,2022-06-27,28.5909,29.4366,27.9729,28.1355,29698033,
601966.SH,早艸態魅,2022-06-28,28.1247,29.2739,27.3115,28.9812,24731865,
601966.SH,早艸態魅,2022-06-29,28.9378,28.9378,27.3223,27.7886,21681798,
601966.SH,早艸態魅,2022-06-30,27.5067,28.0596,26.9103,27.5067,21076412,
601966.SH,早艸態魅,2022-07-01,27.4308,27.4308,26.5851,27.1055,11095494,
601966.SH,早艸態魅,2022-07-04,27.1055,28.1789,26.5417,27.9946,18434672,
601966.SH,早艸態魅,2022-07-05,28.2006,28.2331,26.8995,27.0513,14962900,
601966.SH,早艸態魅,2022-07-06,27.5392,29.751,27.4091,28.7535,29507076,
601966.SH,早艸態魅,2022-07-07,29.0137,30.8135,28.2548,29.8486,28205856,
601966.SH,早艸態魅,2022-07-08,29.6751,29.9678,28.7318,29.4583,15947682,
601966.SH,早艸態魅,2022-07-11,28.9487,29.0137,27.9729,28.6559,14422888,
601966.SH,早艸態魅,2022-07-12,28.7644,30.1196,28.4174,29.3715,15514444,
601966.SH,早艸態魅,2022-07-13,29.3824,29.957,28.1897,29.1438,13485436,
601966.SH,早艸態魅,2022-07-14,29.1438,30.575,28.7318,29.7293,12986182,
601966.SH,早艸態魅,2022-07-15,30.0112,31.9845,29.7293,31.2906,24499029,
601966.SH,早艸態魅,2022-07-18,30.9653,32.2881,30.3582,32.2881,18790187,
601966.SH,早艸態魅,2022-07-19,31.8327,33.0687,31.1713,31.6592,13428867,
601966.SH,早艸態魅,2022-07-20,31.7785,32.8519,31.2039,32.5808,12772888,
601966.SH,早艸態魅,2022-07-21,32.4724,33.0579,32.1471,32.4182,7759786,
601966.SH,早艸態魅,2022-07-22,32.7543,32.7543,30.3582,30.6726,15611982,
601966.SH,早艸態魅,2022-07-25,30.8027,31.5833,29.7076,30.2931,12428164,
601966.SH,早艸態魅,2022-07-26,30.2931,30.9653,29.9787,30.3365,9524139,
601966.SH,早艸態魅,2022-07-27,30.3365,30.4124,29.3932,30.0329,12971403,
601966.SH,早艸態魅,2022-07-28,30.163,31.7134,30.0546,31.2689,15155111,
601966.SH,早艸態魅,2022-07-29,31.0954,31.8435,30.5858,31.1388,11411205,
601966.SH,早艸態魅,2022-08-01,31.0087,32.8519,30.716,32.6784,16067114,
601966.SH,早艸態魅,2022-08-02,32.0929,32.6133,31.4424,32.0495,14962902,
601966.SH,早艸態魅,2022-08-03,31.9845,32.6459,30.3582,30.5316,14610924,
601966.SH,早艸態魅,2022-08-04,30.8461,30.9111,29.8161,30.6401,14840310,
601966.SH,早艸態魅,2022-08-05,30.6834,30.922,29.9462,30.163,12843754,
601966.SH,早艸態魅,2022-08-08,30.1413,30.1413,28.8836,29.1005,18607865,
601966.SH,早艸態魅,2022-08-09,29.0571,29.3715,28.0921,28.1572,20594476,
601966.SH,早艸態魅,2022-08-10,28.1789,28.4282,27.2681,27.3766,19413199,
601966.SH,早艸態魅,2022-08-11,27.5392,28.1464,27.2248,27.9729,16063005,
601966.SH,早艸態魅,2022-08-12,27.8102,28.3632,27.7018,27.897,8174226,
601966.SH,早艸態魅,2022-08-15,27.756,28.3957,27.3766,27.9946,14631896,
601966.SH,早艸態魅,2022-08-16,28.1897,28.3307,27.5934,27.6476,11542746,
601966.SH,早艸態魅,2022-08-17,27.5392,27.9187,26.8453,27.6476,17439335,
601966.SH,早艸態魅,2022-08-18,27.4958,27.9837,27.279,27.4308,8818376,
601966.SH,早艸態魅,2022-08-19,27.4308,27.485,26.7043,27.0296,11325920,
601966.SH,早艸態魅,2022-08-22,26.7694,26.9971,26.1297,26.7802,15137156,
601966.SH,早艸態魅,2022-08-23,26.8236,27.4308,26.6501,27.2356,14281520,
601966.SH,早艸態魅,2022-08-24,27.2356,27.5717,25.4792,25.5551,17572209,
601966.SH,早艸態魅,2022-08-25,25.6743,25.8478,24.6877,25.3382,13806604,
601966.SH,早艸態魅,2022-08-26,25.6526,26.2381,25.3382,25.696,9112530,
601966.SH,早艸態魅,2022-08-29,25.6852,25.9996,25.078,25.5876,8134567,
601966.SH,早艸態魅,2022-08-30,25.5876,25.6526,25.0563,25.2515,6475972,
601966.SH,早艸態魅,2022-08-31,25.3491,25.3599,24.3949,24.666,8667892,
601966.SH,早艸態魅,2022-09-01,24.7961,24.8503,24.1456,24.1998,7058297,
601966.SH,早艸態魅,2022-09-02,24.3299,24.3949,23.8637,24.3299,7989802,
601966.SH,早艸態魅,2022-09-05,24.2323,24.3949,23.5818,23.7661,9020441,
601966.SH,早艸態魅,2022-09-06,23.7661,24.1564,23.636,24.0697,8100000,
601966.SH,早艸態魅,2022-09-07,24.3407,24.9045,23.6143,23.6902,17727052,
601966.SH,早艸態魅,2022-09-08,23.6035,23.8962,23.2457,23.3866,10795881,
601966.SH,早艸態魅,2022-09-09,23.2782,23.3975,22.9638,23.2457,10780922,
601966.SH,早艸態魅,2022-09-13,23.3324,24.3407,23.224,23.7769,14545243,
601966.SH,早艸態魅,2022-09-14,23.3541,23.6468,22.9963,23.0614,8934958,
601966.SH,早艸態魅,2022-09-15,23.0505,23.1589,21.988,22.2374,12916529,
601966.SH,早艸態魅,2022-09-16,22.3132,22.3675,21.5326,21.5435,10732815,
601966.SH,早艸態魅,2022-09-19,21.5543,21.9012,21.2832,21.5435,12097939,
601966.SH,早艸態魅,2022-09-20,21.6085,21.9771,21.3591,21.5001,11270529,
601966.SH,早艸態魅,2022-09-21,21.4025,21.4567,20.8387,21.1748,12630933,
601966.SH,早艸態魅,2022-09-22,21.0881,21.2941,20.8387,20.9254,9440808,
601966.SH,早艸態魅,2022-09-23,21.0989,21.1206,20.405,20.7628,11040848,
601966.SH,早艸態魅,2022-09-26,20.5677,20.8821,20.405,20.4701,10042619,
601966.SH,早艸態魅,2022-09-27,20.6869,21.0122,20.546,20.9905,8960941,
601966.SH,早艸態魅,2022-09-28,21.1423,21.1423,20.1773,20.2315,6795054,
601966.SH,早艸態魅,2022-09-29,20.5243,20.6219,19.9496,20.0906,6831798,
601966.SH,早艸態魅,2022-09-30,20.1231,20.34,19.6244,19.7328,8076768,
601966.SH,早艸態魅,2022-10-10,19.7003,19.8629,18.9847,19.0497,9242327,
601966.SH,早艸態魅,2022-10-11,19.1907,19.2774,18.7136,18.9413,10223555,
601966.SH,早艸態魅,2022-10-12,19.1148,19.928,18.8763,19.928,11051494,
601966.SH,早艸態魅,2022-10-13,19.8846,20.6002,19.6894,19.928,13566849,
601966.SH,早艸態魅,2022-10-14,20.0798,20.7628,19.9713,20.3508,12273085,
601966.SH,早艸態魅,2022-10-17,20.2749,20.7737,19.993,20.1231,22051286,
601966.SH,早艸態魅,2022-10-18,20.2315,20.4267,19.7328,20.1773,18981726,
601966.SH,早艸態魅,2022-10-19,20.1231,20.4159,19.4401,19.5485,19029856,
601966.SH,早艸態魅,2022-10-20,19.4401,19.7545,19.1473,19.4292,17559218,
601966.SH,早艸態魅,2022-10-21,19.722,19.7328,18.6486,18.7028,25478603,
601966.SH,早艸態魅,2022-10-24,18.7245,19.2883,18.2691,18.3342,17122921,
601966.SH,早艸態魅,2022-10-25,18.3342,18.8221,17.8246,18.5402,16403129,
601966.SH,早艸態魅,2022-10-26,18.6269,19.0931,18.5076,18.8763,13033641,
601966.SH,早艸態魅,2022-10-27,18.9955,19.6569,18.9955,19.0281,18581922,
601966.SH,早艸態魅,2022-10-28,18.9305,19.0823,18.1173,18.2908,14418220,
601966.SH,早艸態魅,2022-10-31,17.6728,18.3016,17.5752,17.7487,21574670,
601966.SH,早艸態魅,2022-11-01,17.8571,18.963,17.8571,18.963,23472916,
601966.SH,早艸態魅,2022-11-02,18.9738,20.2315,18.7787,19.8087,24880132,
601966.SH,早艸態魅,2022-11-03,19.7979,20.2099,19.3967,19.6786,18973375,
601966.SH,早艸態魅,2022-11-04,19.7653,20.6435,19.6027,20.405,22505777,
601966.SH,早艸態魅,2022-11-07,20.6002,21.2073,20.2749,20.8821,23556342,
601966.SH,早艸態魅,2022-11-08,20.9254,20.9254,20.2532,20.4484,16479261,
601966.SH,早艸態魅,2022-11-09,20.4484,20.6978,20.2207,20.3291,9815892,
601966.SH,早艸態魅,2022-11-10,20.1123,20.3074,19.9496,20.0147,12138106,
601966.SH,早艸態魅,2022-11-11,20.5134,21.0772,20.3508,20.7411,24238425,
601966.SH,早艸態魅,2022-11-14,20.7303,21.229,20.3074,20.3942,22652811,
601966.SH,早艸態魅,2022-11-15,20.4918,21.576,20.4159,21.5435,25920635,
601966.SH,早艸態魅,2022-11-16,21.5543,21.6302,20.9471,21.0664,18131265,
601966.SH,早艸態魅,2022-11-17,20.8496,21.1748,20.6544,21.164,12700062,
601966.SH,早艸態魅,2022-11-18,21.0339,21.3049,20.9038,21.0989,14209039,
601966.SH,早艸態魅,2022-11-21,20.8821,21.0122,20.5568,20.9254,10685276,
601966.SH,早艸態魅,2022-11-22,20.8712,21.2507,20.6652,20.7953,9605646,
601966.SH,早艸態魅,2022-11-23,20.817,20.817,20.34,20.4918,9831680,
601966.SH,早艸態魅,2022-11-24,20.7086,21.0556,20.546,20.9363,13088233,
601966.SH,早艸態魅,2022-11-25,20.9363,20.9363,20.4375,20.4375,10769202,
601966.SH,早艸態魅,2022-11-28,20.2749,20.3508,19.7762,20.2858,10486632,
601966.SH,早艸態魅,2022-11-29,20.3074,21.3158,20.2858,21.1857,20027887,
601966.SH,早艸態魅,2022-11-30,21.2182,22.1398,21.0013,21.782,22589612,
601966.SH,早艸態魅,2022-12-01,22.3458,22.5301,21.8796,22.1723,22484593,
601966.SH,早艸態魅,2022-12-02,22.0747,22.2807,21.8145,21.847,10300971,
601966.SH,早艸態魅,2022-12-05,22.0314,22.5192,21.7603,22.259,15727112,
601966.SH,早艸態魅,2022-12-06,22.2157,23.3649,21.9446,23.289,22333353,
601966.SH,早艸態魅,2022-12-07,22.9855,23.4734,22.5409,22.6385,16849541,
601966.SH,早艸態魅,2022-12-08,22.5626,22.877,22.1181,22.5843,12818179,
601966.SH,早艸態魅,2022-12-09,22.5735,23.1481,22.259,22.8228,13730564,
601966.SH,早艸態魅,2022-12-12,22.8228,22.8337,21.9663,22.0856,12945784,
601966.SH,早艸態魅,2022-12-13,22.1506,22.7686,21.9771,22.465,9915383,
601966.SH,早艸態魅,2022-12-14,22.3458,23.0722,22.3024,22.9963,13783768,
601966.SH,早艸態魅,2022-12-15,22.9855,23.8528,22.671,23.6143,16529449,
601966.SH,早艸態魅,2022-12-16,23.2999,23.6035,23.0614,23.3649,11230304,
601966.SH,早艸態魅,2022-12-19,23.3216,23.8854,22.8987,23.0071,11537038,
601966.SH,早艸態魅,2022-12-20,22.7903,23.2565,22.5084,22.6168,7690222,
601966.SH,早艸態魅,2022-12-21,22.6494,22.7686,22.2374,22.465,10011980,
601966.SH,早艸態魅,2022-12-22,22.4759,23.3649,22.4759,22.9638,11930018,
601966.SH,早艸態魅,2022-12-23,22.9313,22.9421,22.0097,22.5518,9333881,
601966.SH,早艸態魅,2022-12-26,22.5192,22.9421,22.4,22.7686,5435152,
601966.SH,早艸態魅,2022-12-27,22.8011,22.9204,22.0314,22.2699,10211913,
601966.SH,早艸態魅,2022-12-28,22.2048,22.2374,21.0556,21.5109,18398633,
601966.SH,早艸態魅,2022-12-29,21.5435,22.4976,21.37,22.2157,15977344,
601966.SH,早艸態魅,2022-12-30,22.3566,22.8228,22.1398,22.2048,8500474,
601966.SH,早艸態魅,2023-01-03,22.0747,22.4759,21.6302,21.7711,9325926,
601966.SH,早艸態魅,2023-01-04,21.6627,21.9338,21.2616,21.576,9049151,
601966.SH,早艸態魅,2023-01-05,21.6302,22.812,21.576,22.812,16567980,
601966.SH,早艸態魅,2023-01-06,22.5626,23.5493,22.5518,22.9963,11784139,
601966.SH,早艸態魅,2023-01-09,23.0288,23.6143,22.9638,23.1373,8519842,
601966.SH,早艸態魅,2023-01-10,23.2999,23.6252,22.8554,23.3649,7796764,
601966.SH,早艸態魅,2023-01-11,23.1698,23.5167,22.6819,22.7469,9496471,
601966.SH,早艸態魅,2023-01-12,22.8554,23.8312,22.6927,23.2457,11539442,
601966.SH,早艸態魅,2023-01-13,23.2565,23.5059,22.8879,23.1481,5860896,
601966.SH,早艸態魅,2023-01-16,23.0939,23.3975,22.6927,22.8987,11723485,
601966.SH,早艸態魅,2023-01-17,23.018,23.3758,22.9096,23.1589,7595305,
601966.SH,早艸態魅,2023-01-18,23.1698,23.4083,22.9855,23.0071,6324026,
601966.SH,早艸態魅,2023-01-19,22.9638,23.7227,22.877,23.636,9210651,
601966.SH,早艸態魅,2023-01-20,23.636,24.7853,23.636,24.2432,11966571,
601966.SH,早艸態魅,2023-01-30,24.8178,25.0563,24.0263,24.0914,10763262,
601966.SH,早艸態魅,2023-01-31,24.0805,24.3949,23.6252,23.8745,9543072,
601966.SH,早艸態魅,2023-02-01,23.8854,24.3624,23.6902,24.2757,9129714,
601966.SH,早艸態魅,2023-02-02,24.1998,24.6335,24.0372,24.3733,7441572,
601966.SH,早艸態魅,2023-02-03,24.3624,24.4275,23.6468,24.2215,9851827,
601966.SH,早艸態魅,2023-02-06,24.1131,24.2865,23.6902,24.1131,7463889,
601966.SH,早艸態魅,2023-02-07,24.2648,25.2081,24.1781,24.6985,13224137,
601966.SH,早艸態魅,2023-02-08,24.6985,24.6985,24.2865,24.3082,5563119,
601966.SH,早艸態魅,2023-02-09,24.1889,25.0455,24.0155,24.7744,8622584,
601966.SH,早艸態魅,2023-02-10,24.6985,24.9371,24.4925,24.5901,5914470,
601966.SH,早艸態魅,2023-02-13,24.5793,25.1539,24.4817,24.872,8244270,
601966.SH,早艸態魅,2023-02-14,24.8503,25.1214,24.5359,24.872,6424716,
601966.SH,早艸態魅,2023-02-15,24.872,24.8828,24.3733,24.6118,7380947,
601966.SH,早艸態魅,2023-02-16,24.6118,25.2081,24.0263,24.2432,11437108,
601966.SH,早艸態魅,2023-02-17,24.254,24.4817,23.701,23.7336,7936667,
601966.SH,早艸態魅,2023-02-20,23.495,24.3299,23.4842,24.2757,7831966,
601966.SH,早艸態魅,2023-02-21,24.4817,25.3707,24.1998,24.872,13725079,
601966.SH,早艸態魅,2023-02-22,24.8612,26.0213,24.8612,25.7069,15161871,
601966.SH,早艸態魅,2023-02-23,25.7285,26.0104,24.9045,25.1322,10133312,
601966.SH,早艸態魅,2023-02-24,25.1322,25.4792,24.7527,24.8395,4946937,
601966.SH,早艸態魅,2023-02-27,24.8395,24.8828,24.3949,24.4383,6307175,
601966.SH,早艸態魅,2023-02-28,24.46,24.7419,24.1781,24.4275,6288882,
601966.SH,早艸態魅,2023-03-01,24.4275,24.9371,24.2757,24.9371,7419770,
601966.SH,早艸態魅,2023-03-02,24.8286,24.9696,24.6552,24.7202,4594412,
601966.SH,早艸態魅,2023-03-03,24.6877,24.8612,24.1131,24.3733,7568272,
601966.SH,早艸態魅,2023-03-06,24.3733,24.3733,23.1156,23.4083,17272070,
601966.SH,早艸態魅,2023-03-07,23.3433,23.5818,22.6819,22.7144,13989297,
601966.SH,早艸態魅,2023-03-08,22.7144,22.8011,22.4217,22.6168,7945231,
601966.SH,早艸態魅,2023-03-09,22.6927,22.7469,22.1398,22.2699,7155325,
601966.SH,早艸態魅,2023-03-10,22.0964,22.2157,21.2724,21.4784,16287495,
601966.SH,早艸態魅,2023-03-13,21.5109,21.7928,21.37,21.5435,7932205,
601966.SH,早艸態魅,2023-03-14,21.5977,21.6736,20.6002,21.1206,12045851,
601966.SH,早艸態魅,2023-03-15,21.1965,21.6519,21.0664,21.1423,6939630,
601966.SH,早艸態魅,2023-03-16,21.0881,21.229,20.611,20.7194,6922513,
601966.SH,早艸態魅,2023-03-17,20.8712,21.2507,20.7628,20.8712,9368709,
601966.SH,早艸態魅,2023-03-20,20.8496,21.0664,20.6761,21.0013,7900669,
601966.SH,早艸態魅,2023-03-21,21.0013,21.5109,20.9363,21.4784,6205135,
601966.SH,早艸態魅,2023-03-22,21.576,21.8904,21.5109,21.5651,5832889,
601966.SH,早艸態魅,2023-03-23,21.5977,21.8362,21.3808,21.6844,6716801,
601966.SH,早艸態魅,2023-03-24,21.6736,21.847,21.2832,21.4459,8324318,
601966.SH,早艸態魅,2023-03-27,21.576,22.5518,21.37,22.0422,14378540,
601966.SH,早艸態魅,2023-03-28,21.9555,22.4542,21.9012,21.9338,8644607,
601966.SH,早艸態魅,2023-03-29,21.988,22.3241,21.7386,21.8579,8345070,
601966.SH,早艸態魅,2023-03-30,21.9663,21.9988,21.1748,21.4459,14085525,
601966.SH,早艸態魅,2023-03-31,21.5218,21.5543,20.9905,21.1857,14696135,
601966.SH,早艸態魅,2023-04-03,21.3158,21.9012,21.2507,21.8579,11743029,
601966.SH,早艸態魅,2023-04-04,22.0639,22.0639,21.3158,21.576,9724584,
601966.SH,早艸態魅,2023-04-06,21.4676,21.9988,21.3591,21.8145,6877332,
601966.SH,早艸態魅,2023-04-07,21.847,23.0071,21.6952,22.8879,14221712,
601966.SH,早艸態魅,2023-04-10,22.7686,23.6035,22.7578,23.2023,13189558,
601966.SH,早艸態魅,2023-04-11,23.9071,24.2865,23.3107,23.8312,19801184,
601966.SH,早艸態魅,2023-04-12,23.9721,24.1781,23.3107,23.5493,8955978,
601966.SH,早艸態魅,2023-04-13,23.5276,23.8854,23.0614,23.6035,11533273,
601966.SH,早艸態魅,2023-04-14,23.7986,24.1239,23.6035,23.8745,10447521,
601966.SH,早艸態魅,2023-04-17,23.8528,24.1347,23.7336,24.0805,8908584,
601966.SH,早艸態魅,2023-04-18,24.0805,24.666,24.048,24.0914,10121941,
601966.SH,早艸態魅,2023-04-19,24.0914,24.3191,23.7986,23.9396,6995288,
601966.SH,早艸態魅,2023-04-20,23.842,23.9504,23.3866,23.5493,6234631,
601966.SH,早艸態魅,2023-04-21,23.7986,23.7986,22.9963,23.0397,5898946,
601966.SH,早艸態魅,2023-04-24,23.0939,23.2999,22.7361,22.8662,5138823,
601966.SH,早艸態魅,2023-04-25,22.9529,23.4734,22.4759,23.0614,8717428,
601966.SH,早艸態魅,2023-04-26,23.1806,23.4192,22.8337,22.9313,5970931,
601966.SH,早艸態魅,2023-04-27,22.9096,23.6902,22.7578,23.4408,7017554,
601966.SH,早艸態魅,2023-04-28,23.4408,24.0263,23.3107,23.8745,7434153,
601966.SH,早艸態魅,2023-05-04,23.9071,24.1781,23.5709,23.8637,8185322,
601966.SH,早艸態魅,2023-05-05,23.8854,23.9396,23.1481,23.2782,9368261,
601966.SH,早艸態魅,2023-05-08,23.289,23.5818,23.0722,23.2782,7389842,
601966.SH,早艸態魅,2023-05-09,23.2023,23.2782,22.606,22.606,8440490,
601966.SH,早艸態魅,2023-05-10,22.5951,23.5384,22.4434,23.3975,7126526,
