����,���,����,���̼�(Ԫ),��߼�(Ԫ),��ͼ�(Ԫ),���̼�(Ԫ),�ɽ���(��),
300870.SZ,ŷ½ͨ,2020-09-24,87.78,90.8,85.18,89.1,4815617,
300870.SZ,ŷ½ͨ,2020-09-25,88.9,90,81.18,81.18,4586553,
300870.SZ,ŷ½ͨ,2020-09-28,81.05,82.93,78.36,78.98,2677120,
300870.SZ,ŷ½ͨ,2020-09-29,78.99,81.43,78.99,79.93,2189734,
300870.SZ,ŷ½ͨ,2020-09-30,80.97,83.99,79.2,79.9,2653007,
300870.SZ,ŷ½ͨ,2020-10-09,82,85.58,80.69,84.51,3446625,
300870.SZ,ŷ½ͨ,2020-10-12,86.6,89.8,84.15,88.75,4087389,
300870.SZ,ŷ½ͨ,2020-10-13,87.88,91,86.91,88,3194479,
300870.SZ,ŷ½ͨ,2020-10-14,88.21,92.32,86.52,89.97,4715711,
300870.SZ,ŷ½ͨ,2020-10-15,89,89,84.32,84.4,3870968,
300870.SZ,ŷ½ͨ,2020-10-16,84,86.45,81.91,82.6,2767524,
300870.SZ,ŷ½ͨ,2020-10-19,83.2,85.12,82.32,83.78,2201678,
300870.SZ,ŷ½ͨ,2020-10-20,83.88,87.49,81.3,87.47,4169579,
300870.SZ,ŷ½ͨ,2020-10-21,88,91.67,87.01,88.5,4939517,
300870.SZ,ŷ½ͨ,2020-10-22,86.15,88.77,84.55,85.17,3565134,
300870.SZ,ŷ½ͨ,2020-10-23,85.78,87.38,82.36,82.7,3233637,
300870.SZ,ŷ½ͨ,2020-10-26,81.5,83.3,78.3,80.04,3547644,
300870.SZ,ŷ½ͨ,2020-10-27,79.76,80.6,77.77,80,2713543,
300870.SZ,ŷ½ͨ,2020-10-28,80.09,81.59,79.07,81.59,3084847,
300870.SZ,ŷ½ͨ,2020-10-29,81.3,85.5,81.01,81.91,4231492,
300870.SZ,ŷ½ͨ,2020-10-30,81.91,81.91,74.5,74.7,3936680,
300870.SZ,ŷ½ͨ,2020-11-02,75,79.11,74.9,77.89,2889515,
300870.SZ,ŷ½ͨ,2020-11-03,78.66,80.7,77.18,80.01,2678140,
300870.SZ,ŷ½ͨ,2020-11-04,80.12,81.22,78.53,79.29,2276621,
300870.SZ,ŷ½ͨ,2020-11-05,80.15,82.21,79.8,82.21,2922513,
300870.SZ,ŷ½ͨ,2020-11-06,84,84.27,81.06,82.04,3531132,
300870.SZ,ŷ½ͨ,2020-11-09,83,87.1,82.1,86.72,4808593,
300870.SZ,ŷ½ͨ,2020-11-10,87.13,87.13,83.9,84.34,3234471,
300870.SZ,ŷ½ͨ,2020-11-11,84.65,85.55,81.41,81.65,2667926,
300870.SZ,ŷ½ͨ,2020-11-12,82.4,83.02,80.76,81.7,1820818,
300870.SZ,ŷ½ͨ,2020-11-13,81.98,83.54,80.79,83.5,2056682,
300870.SZ,ŷ½ͨ,2020-11-16,83.62,85.88,83.5,85.32,2826361,
300870.SZ,ŷ½ͨ,2020-11-17,85,85.4,79.21,79.99,3181371,
300870.SZ,ŷ½ͨ,2020-11-18,79.83,81.5,78.53,80.34,1677472,
300870.SZ,ŷ½ͨ,2020-11-19,80,80.35,78.78,79.22,1549695,
300870.SZ,ŷ½ͨ,2020-11-20,79.2,79.78,78.75,79.09,1216497,
300870.SZ,ŷ½ͨ,2020-11-23,78.96,85.35,76.81,84.3,4301383,
300870.SZ,ŷ½ͨ,2020-11-24,85.51,90.55,84.59,84.6,5915867,
300870.SZ,ŷ½ͨ,2020-11-25,84.6,86.55,83.65,84.19,2951787,
300870.SZ,ŷ½ͨ,2020-11-26,84,87.97,84,87.07,3890997,
300870.SZ,ŷ½ͨ,2020-11-27,87.84,88.6,84.87,85.77,2846839,
300870.SZ,ŷ½ͨ,2020-11-30,85.8,86,83.89,85.24,2032252,
300870.SZ,ŷ½ͨ,2020-12-01,85.9,87.45,84.4,86.64,2393200,
300870.SZ,ŷ½ͨ,2020-12-02,86.1,87.22,84.22,87.09,2777202,
300870.SZ,ŷ½ͨ,2020-12-03,86.7,87.98,85.5,86.6,1851501,
300870.SZ,ŷ½ͨ,2020-12-04,87.77,87.77,82.8,83.18,2492405,
300870.SZ,ŷ½ͨ,2020-12-07,83.02,83.9,80.58,80.69,1719505,
300870.SZ,ŷ½ͨ,2020-12-08,81,81.88,80,80.77,1078245,
300870.SZ,ŷ½ͨ,2020-12-09,80.8,84.5,80.52,84.07,2476397,
300870.SZ,ŷ½ͨ,2020-12-10,83,84.15,81.66,83.3,1867333,
300870.SZ,ŷ½ͨ,2020-12-11,83.3,83.4,78.7,78.75,1832984,
300870.SZ,ŷ½ͨ,2020-12-14,78.75,79.87,77.16,79.47,1210878,
300870.SZ,ŷ½ͨ,2020-12-15,79.12,81.1,78.17,79.5,1189687,
300870.SZ,ŷ½ͨ,2020-12-16,79.7,79.76,75.68,75.91,1908409,
300870.SZ,ŷ½ͨ,2020-12-17,75.9,78.79,75.5,78.55,1393079,
300870.SZ,ŷ½ͨ,2020-12-18,78.53,79,76.5,76.68,1032819,
300870.SZ,ŷ½ͨ,2020-12-21,77,79.35,76.79,78.34,1276020,
300870.SZ,ŷ½ͨ,2020-12-22,78.06,78.4,74.56,74.63,1761589,
300870.SZ,ŷ½ͨ,2020-12-23,74.36,75.71,72.5,75.6,1313077,
300870.SZ,ŷ½ͨ,2020-12-24,75.4,75.4,71.02,72.29,1417937,
300870.SZ,ŷ½ͨ,2020-12-25,72.29,72.79,70.21,71.61,1148120,
300870.SZ,ŷ½ͨ,2020-12-28,71.38,71.5,66.77,66.8,1710547,
300870.SZ,ŷ½ͨ,2020-12-29,66.84,68.7,66.71,67.62,1272852,
300870.SZ,ŷ½ͨ,2020-12-30,67.01,68.8,65.38,67.76,1008420,
300870.SZ,ŷ½ͨ,2020-12-31,67.55,69.68,67.45,68.61,852409,
300870.SZ,ŷ½ͨ,2021-01-04,68.38,71.26,68.38,70.53,1155024,
300870.SZ,ŷ½ͨ,2021-01-05,70.8,71.85,69.5,71.18,1057299,
300870.SZ,ŷ½ͨ,2021-01-06,70.88,71.2,67.6,68.04,1686788,
300870.SZ,ŷ½ͨ,2021-01-07,68.02,68.6,65.4,65.7,1499029,
300870.SZ,ŷ½ͨ,2021-01-08,65.7,66.9,63,66.07,1535293,
300870.SZ,ŷ½ͨ,2021-01-11,66.45,66.58,63.56,63.56,1326844,
300870.SZ,ŷ½ͨ,2021-01-12,63.05,66.37,63.05,65.7,932486,
300870.SZ,ŷ½ͨ,2021-01-13,65.42,67.2,63.83,66.39,1335635,
300870.SZ,ŷ½ͨ,2021-01-14,65.8,69.65,65.1,67,1151683,
300870.SZ,ŷ½ͨ,2021-01-15,66.57,71.77,66.3,69.77,1933032,
300870.SZ,ŷ½ͨ,2021-01-18,69,70.44,67.88,68.43,1579670,
300870.SZ,ŷ½ͨ,2021-01-19,68.68,70.14,68.09,68.41,1289582,
300870.SZ,ŷ½ͨ,2021-01-20,68.21,68.45,65.55,66.87,1202094,
300870.SZ,ŷ½ͨ,2021-01-21,66.46,67.66,65.9,66.03,1300604,
300870.SZ,ŷ½ͨ,2021-01-22,65.99,66.04,63.63,63.82,1479963,
300870.SZ,ŷ½ͨ,2021-01-25,63.68,64.07,60.63,60.71,1593017,
300870.SZ,ŷ½ͨ,2021-01-26,59.84,62.52,59.84,61.5,1038002,
300870.SZ,ŷ½ͨ,2021-01-27,60.84,62,59.05,61.98,1140262,
300870.SZ,ŷ½ͨ,2021-01-28,62.69,64.24,60.37,60.53,1547970,
300870.SZ,ŷ½ͨ,2021-01-29,60.12,61.19,57.5,58.9,1524647,
300870.SZ,ŷ½ͨ,2021-02-01,58.51,61.99,58.2,61.99,1663335,
300870.SZ,ŷ½ͨ,2021-02-02,61.83,61.9,59.37,59.71,1217897,
300870.SZ,ŷ½ͨ,2021-02-03,59.65,63.81,58.98,61.21,1758708,
300870.SZ,ŷ½ͨ,2021-02-04,60.8,62.27,57.83,59.73,1598970,
300870.SZ,ŷ½ͨ,2021-02-05,59.65,60.5,56.06,56.07,1404894,
300870.SZ,ŷ½ͨ,2021-02-08,55.39,56.2,53.98,54.01,915507,
300870.SZ,ŷ½ͨ,2021-02-09,54.02,56.15,54.02,55.6,943302,
300870.SZ,ŷ½ͨ,2021-02-10,55.72,56.58,54.5,54.81,911104,
300870.SZ,ŷ½ͨ,2021-02-18,55.85,59.38,55.85,57.79,1688094,
300870.SZ,ŷ½ͨ,2021-02-19,57.77,60,57.4,59.46,1268011,
300870.SZ,ŷ½ͨ,2021-02-22,59.53,60.3,57.53,58.25,1807700,
300870.SZ,ŷ½ͨ,2021-02-23,57.88,58.5,56.54,57,1000433,
300870.SZ,ŷ½ͨ,2021-02-24,56.55,58.29,55.88,57.28,1669285,
300870.SZ,ŷ½ͨ,2021-02-25,57.28,57.77,55.03,55.11,1326980,
300870.SZ,ŷ½ͨ,2021-02-26,54.69,57.2,54.2,56.56,1498811,
300870.SZ,ŷ½ͨ,2021-03-01,56.67,60.6,56.66,59.61,2137654,
300870.SZ,ŷ½ͨ,2021-03-02,60.3,60.7,57.65,58.3,1542975,
300870.SZ,ŷ½ͨ,2021-03-03,58.49,58.78,57.52,58.57,1322359,
300870.SZ,ŷ½ͨ,2021-03-04,58.15,58.8,57.32,57.5,1207079,
300870.SZ,ŷ½ͨ,2021-03-05,57.28,58.25,56.86,57.88,1101152,
300870.SZ,ŷ½ͨ,2021-03-08,58.04,59.18,57.51,57.75,1353087,
300870.SZ,ŷ½ͨ,2021-03-09,57.36,58.91,54.91,55.9,1339258,
300870.SZ,ŷ½ͨ,2021-03-10,56.5,56.57,54.77,54.94,931809,
300870.SZ,ŷ½ͨ,2021-03-11,54.97,57.25,54.45,56.98,1293406,
300870.SZ,ŷ½ͨ,2021-03-12,57.08,57.35,54.9,55.32,1044348,
300870.SZ,ŷ½ͨ,2021-03-15,55.6,55.6,53,53.39,1021568,
300870.SZ,ŷ½ͨ,2021-03-16,53.45,54.6,53.21,53.95,848193,
300870.SZ,ŷ½ͨ,2021-03-17,53.61,58.58,53.45,58.28,2561935,
300870.SZ,ŷ½ͨ,2021-03-18,58.53,60.2,57.77,58.88,2388444,
300870.SZ,ŷ½ͨ,2021-03-19,58.01,61.33,57.85,60.25,2446519,
300870.SZ,ŷ½ͨ,2021-03-22,61.03,61.44,59.6,60.65,1903357,
300870.SZ,ŷ½ͨ,2021-03-23,60.1,61.19,59.73,60.55,1621332,
300870.SZ,ŷ½ͨ,2021-03-24,60.01,60.7,58.58,58.86,1278268,
300870.SZ,ŷ½ͨ,2021-03-25,59.5,59.88,58.23,58.29,909315,
300870.SZ,ŷ½ͨ,2021-03-26,58.8,59.3,57.81,59.05,1176090,
300870.SZ,ŷ½ͨ,2021-03-29,59.3,59.63,56.9,57.73,1409618,
300870.SZ,ŷ½ͨ,2021-03-30,57.76,57.93,56,56.41,1132609,
300870.SZ,ŷ½ͨ,2021-03-31,56.35,57,55.88,56.53,835922,
300870.SZ,ŷ½ͨ,2021-04-01,56.4,56.79,55.7,56.19,966954,
300870.SZ,ŷ½ͨ,2021-04-02,56.19,57.65,56,57.1,1313224,
300870.SZ,ŷ½ͨ,2021-04-06,57.57,58.5,57.3,57.93,1208648,
300870.SZ,ŷ½ͨ,2021-04-07,57.65,58.77,57.22,58.58,1501377,
300870.SZ,ŷ½ͨ,2021-04-08,58.4,60.75,58,59.1,2240790,
300870.SZ,ŷ½ͨ,2021-04-09,59.4,63.36,59.09,61.37,3142977,
300870.SZ,ŷ½ͨ,2021-04-12,61.02,63.4,60.58,60.89,2518172,
300870.SZ,ŷ½ͨ,2021-04-13,60.64,63.18,60.64,62.85,2110320,
300870.SZ,ŷ½ͨ,2021-04-14,62.7,62.7,60.75,61.67,1968580,
300870.SZ,ŷ½ͨ,2021-04-15,60,60.4,55.87,56.79,3307631,
300870.SZ,ŷ½ͨ,2021-04-16,56.72,57.7,55.95,57.03,1893580,
300870.SZ,ŷ½ͨ,2021-04-19,56.99,57.93,56.51,57.52,1585763,
300870.SZ,ŷ½ͨ,2021-04-20,57.59,57.78,56.4,56.5,1934271,
300870.SZ,ŷ½ͨ,2021-04-21,56.05,56.84,55.9,56.11,1312912,
300870.SZ,ŷ½ͨ,2021-04-22,56.02,57.12,54.92,57.09,2532045,
300870.SZ,ŷ½ͨ,2021-04-23,56.73,56.76,55.72,56.03,1464805,
300870.SZ,ŷ½ͨ,2021-04-26,55.8,56.29,54.03,54.75,1481124,
300870.SZ,ŷ½ͨ,2021-04-27,54.75,55.24,53.8,54,1136651,
300870.SZ,ŷ½ͨ,2021-04-28,53.74,54.42,53.2,54.41,1073728,
300870.SZ,ŷ½ͨ,2021-04-29,54.39,54.39,52.33,52.35,1760378,
300870.SZ,ŷ½ͨ,2021-04-30,52.43,52.43,49.1,49.43,1755039,
300870.SZ,ŷ½ͨ,2021-05-06,49.15,50.27,49.1,49.92,734422,
300870.SZ,ŷ½ͨ,2021-05-07,49.93,50.3,48.44,48.64,843478,
300870.SZ,ŷ½ͨ,2021-05-10,48.64,48.64,46.5,46.83,1142434,
300870.SZ,ŷ½ͨ,2021-05-11,46.79,47.83,46.64,47.68,722353,
300870.SZ,ŷ½ͨ,2021-05-12,47.54,49.58,46.8,49.33,1356436,
300870.SZ,ŷ½ͨ,2021-05-13,48.9,49.38,48.39,48.53,583118,
300870.SZ,ŷ½ͨ,2021-05-14,48.87,49.52,48.62,49.08,878362,
300870.SZ,ŷ½ͨ,2021-05-17,49,49.77,48.8,49.59,957866,
300870.SZ,ŷ½ͨ,2021-05-18,49.4591,49.892,48.6336,49.2276,856365,
300870.SZ,ŷ½ͨ,2021-05-19,48.9558,49.5195,48.0799,49.1873,887300,
300870.SZ,ŷ½ͨ,2021-05-20,49.1168,49.7209,48.7544,49.4289,805083,
300870.SZ,ŷ½ͨ,2021-05-21,50.3249,53.2745,50.3148,52.0463,2253181,
300870.SZ,ŷ½ͨ,2021-05-24,50.949,51.5027,50.1336,50.647,1239580,
300870.SZ,ŷ½ͨ,2021-05-25,50.3853,51.0094,50.2544,50.788,727994,
300870.SZ,ŷ½ͨ,2021-05-26,50.7779,52.0363,50.6068,51.1,769906,
300870.SZ,ŷ½ͨ,2021-05-27,51.2309,52.147,50.8383,51.8249,798800,
300870.SZ,ŷ½ͨ,2021-05-28,52.0262,52.0262,50.345,50.3551,820700,
300870.SZ,ŷ½ͨ,2021-05-31,50.3249,51.7041,50.2443,51.0698,623967,
300870.SZ,ŷ½ͨ,2021-06-01,51.1101,51.8953,50.8987,51.8047,777332,
300870.SZ,ŷ½ͨ,2021-06-02,51.4524,52.902,51.3618,52.0866,1149505,
300870.SZ,ŷ½ͨ,2021-06-03,52.0765,52.298,51.3517,51.4121,650571,
300870.SZ,ŷ½ͨ,2021-06-04,51.6537,52.1772,50.3954,52.147,937167,
300870.SZ,ŷ½ͨ,2021-06-07,51.8047,54.3617,51.7745,53.6269,1676204,
300870.SZ,ŷ½ͨ,2021-06-08,52.9322,54.7644,51.9457,53.0027,1126493,
300870.SZ,ŷ½ͨ,2021-06-09,52.741,53.6369,52.2074,53.3349,752522,
300870.SZ,ŷ½ͨ,2021-06-10,53.355,55.3181,52.8819,55.0664,1511166,
300870.SZ,ŷ½ͨ,2021-06-11,55.0564,55.3181,53.7678,54.4624,1140524,
300870.SZ,ŷ½ͨ,2021-06-15,54.3517,54.3617,52.751,53.204,742666,
300870.SZ,ŷ½ͨ,2021-06-16,53.7275,57.3416,52.9524,55.1369,1902585,
300870.SZ,ŷ½ͨ,2021-06-17,54.553,58.0261,54.3617,57.7342,2596827,
300870.SZ,ŷ½ͨ,2021-06-18,57.3818,59.7879,55.9725,58.8718,2593940,
300870.SZ,ŷ½ͨ,2021-06-21,58.3885,59.2744,57.1805,58.0865,1894254,
300870.SZ,ŷ½ͨ,2021-06-22,57.8953,58.2375,56.2644,57.0194,1221965,
300870.SZ,ŷ½ͨ,2021-06-23,57.0295,59.1637,56.8584,58.9926,1652553,
300870.SZ,ŷ½ͨ,2021-06-24,58.3986,64.7106,57.3818,63.2207,3902622,
300870.SZ,ŷ½ͨ,2021-06-25,62.818,68.4555,62.2039,67.4992,3706224,
300870.SZ,ŷ½ͨ,2021-06-28,66.6938,67.4488,63.724,66.2408,2662713,
300870.SZ,ŷ½ͨ,2021-06-29,65.0328,66.5327,62.4959,62.7576,2271770,
300870.SZ,ŷ½ͨ,2021-06-30,62.4153,64.8213,62.4153,62.9388,1627464,
300870.SZ,ŷ½ͨ,2021-07-01,62.3348,62.7777,58.2778,58.6906,2436786,
300870.SZ,ŷ½ͨ,2021-07-02,58.3684,59.657,56.798,57.4624,1153700,
300870.SZ,ŷ½ͨ,2021-07-05,57.9657,59.2241,56.4154,59.053,1185201,
300870.SZ,ŷ½ͨ,2021-07-06,58.9926,59.2744,57.261,57.8147,987210,
300870.SZ,ŷ½ͨ,2021-07-07,58.2174,59.3751,56.6772,58.6201,1144178,
300870.SZ,ŷ½ͨ,2021-07-08,58.2476,59.1637,57.4422,57.9053,930567,
300870.SZ,ŷ½ͨ,2021-07-09,57.2912,58.3684,55.9725,56.6369,1129312,
300870.SZ,ŷ½ͨ,2021-07-12,56.7476,58.6402,56.0329,57.6839,979578,
300870.SZ,ŷ½ͨ,2021-07-13,57.5832,58.4892,56.6268,57.7845,818097,
300870.SZ,ŷ½ͨ,2021-07-14,58.1872,60.0798,57.7543,59.7979,1399551,
300870.SZ,ŷ½ͨ,2021-07-15,59.2744,59.6872,56.2443,56.808,1210998,
300870.SZ,ŷ½ͨ,2021-07-16,56.2946,56.7678,54.6638,54.6638,835100,
300870.SZ,ŷ½ͨ,2021-07-19,54.251,55.6503,53.9691,54.9658,424977,
300870.SZ,ŷ½ͨ,2021-07-20,54.3819,54.7644,51.9457,53.3148,1198899,
300870.SZ,ŷ½ͨ,2021-07-21,53.4557,53.8785,53.0329,53.1537,635221,
300870.SZ,ŷ½ͨ,2021-07-22,53.1235,54.5128,52.4994,54.5128,870100,
300870.SZ,ŷ½ͨ,2021-07-23,55.6705,60.3617,55.3684,57.2006,1964978,
300870.SZ,ŷ½ͨ,2021-07-26,56.9792,58.3684,56.2845,58.1469,1348370,
300870.SZ,ŷ½ͨ,2021-07-27,58.3885,62.0731,57.8349,60.3818,2393509,
300870.SZ,ŷ½ͨ,2021-07-28,59.2543,60.3516,53.355,55.3684,1448686,
300870.SZ,ŷ½ͨ,2021-07-29,56.2745,61.006,56.2745,59.7879,2298322,
300870.SZ,ŷ½ͨ,2021-07-30,60.4019,62.3851,59.4456,60.7543,2068800,
300870.SZ,ŷ½ͨ,2021-08-02,61.3684,61.912,58.7208,60.3315,1656661,
300870.SZ,ŷ½ͨ,2021-08-03,60.0093,60.5932,58.4892,58.5999,1203427,
300870.SZ,ŷ½ͨ,2021-08-04,59.7476,61.2979,58.4993,60.8046,1327105,
300870.SZ,ŷ½ͨ,2021-08-05,60.2006,61.9321,59.1838,61.62,1647585,
300870.SZ,ŷ½ͨ,2021-08-06,61.0966,62.1435,58.3885,59.1335,1116861,
300870.SZ,ŷ½ͨ,2021-08-09,59.0832,61.7811,58.4892,60.2811,1172539,
300870.SZ,ŷ½ͨ,2021-08-10,59.9993,61.6905,59.2946,61.2073,1205836,
300870.SZ,ŷ½ͨ,2021-08-11,61.0764,65.3046,59.9087,63.9858,2105386,
300870.SZ,ŷ½ͨ,2021-08-12,63.422,65.9891,61.9623,64.8314,1830588,
300870.SZ,ŷ½ͨ,2021-08-13,64.5898,66.9858,63.422,64.3683,1501969,
300870.SZ,ŷ½ͨ,2021-08-16,64.922,64.9422,62.0127,62.2643,876070,
300870.SZ,ŷ½ͨ,2021-08-17,62.3348,62.4053,59.5764,60.9858,1090125,
300870.SZ,ŷ½ͨ,2021-08-18,60.4221,61.9925,57.7644,58.3382,849846,
300870.SZ,ŷ½ͨ,2021-08-19,58.3382,60.2811,58.3382,58.7912,571800,
300870.SZ,ŷ½ͨ,2021-08-20,58.4993,58.4993,55.9221,55.9926,759248,
300870.SZ,ŷ½ͨ,2021-08-23,56.7376,58.7812,56.3751,58.1872,721938,
300870.SZ,ŷ½ͨ,2021-08-24,58.2778,60.9254,58.2778,59.3952,1408651,
300870.SZ,ŷ½ͨ,2021-08-25,59.3952,60.9053,58.3885,58.9422,848700,
300870.SZ,ŷ½ͨ,2021-08-26,58.9926,60.4825,58.5395,59.1738,1025300,
300870.SZ,ŷ½ͨ,2021-08-27,56.3953,59.9892,54.3617,59.2946,1484400,
300870.SZ,ŷ½ͨ,2021-08-30,61.4086,61.5898,58.7912,59.2241,882411,
300870.SZ,ŷ½ͨ,2021-08-31,58.8416,61.2476,58.6402,58.8919,767634,
300870.SZ,ŷ½ͨ,2021-09-01,59.355,61.0563,57.0396,60.6536,1228281,
300870.SZ,ŷ½ͨ,2021-09-02,60.0999,64.0059,60.0999,63.4824,1490851,
300870.SZ,ŷ½ͨ,2021-09-03,62.8482,65.0831,62.8482,64.4388,1362057,
300870.SZ,ŷ½ͨ,2021-09-06,64.4388,65.7274,63.2207,63.7643,1094069,
300870.SZ,ŷ½ͨ,2021-09-07,63.7643,64.3985,62.667,63.5529,759178,
300870.SZ,ŷ½ͨ,2021-09-08,63.2308,63.8751,61.6502,62.8684,858566,
300870.SZ,ŷ½ͨ,2021-09-09,62.8684,65.4153,62.1133,62.1133,1048809,
300870.SZ,ŷ½ͨ,2021-09-10,62.1939,62.9086,60.4019,62.2744,836383,
300870.SZ,ŷ½ͨ,2021-09-13,61.4086,63.3717,61.167,62.3147,495400,
300870.SZ,ŷ½ͨ,2021-09-14,62.214,64.7609,62.214,63.4724,780184,
300870.SZ,ŷ½ͨ,2021-09-15,63.3012,64.9321,63.0697,64.4791,664075,
300870.SZ,ŷ½ͨ,2021-09-16,64.2274,65.9388,63.4724,63.6435,772117,
300870.SZ,ŷ½ͨ,2021-09-17,64.2173,68.4757,63.412,67.5495,1396735,
300870.SZ,ŷ½ͨ,2021-09-22,67.2978,74.1434,67.2978,71.8783,1963128,
300870.SZ,ŷ½ͨ,2021-09-23,71.6367,75.4521,70.9924,72.4823,1755137,
300870.SZ,ŷ½ͨ,2021-09-24,71.979,72.1199,69.1703,69.5025,827974,
300870.SZ,ŷ½ͨ,2021-09-27,70.6099,71.0729,67.6099,69.8347,782366,
300870.SZ,ŷ½ͨ,2021-09-28,69.2106,77.5158,68.979,72.9857,1233732,
300870.SZ,ŷ½ͨ,2021-09-29,71.4756,73.489,69.4622,70.479,947507,
300870.SZ,ŷ½ͨ,2021-09-30,69.5327,71.7273,69.1401,70.9018,507192,
300870.SZ,ŷ½ͨ,2021-10-08,71.385,73.1367,68.2643,70.5193,501756,
300870.SZ,ŷ½ͨ,2021-10-11,70.6099,70.6703,67.1569,68.4555,512778,
300870.SZ,ŷ½ͨ,2021-10-12,67.7307,68.4354,64.2979,65.4656,851129,
300870.SZ,ŷ½ͨ,2021-10-13,65.1032,68.7575,64.7307,68.5159,513698,
300870.SZ,ŷ½ͨ,2021-10-14,69.2005,69.2005,66.5428,67.4388,338772,
300870.SZ,ŷ½ͨ,2021-10-15,68.1032,68.1032,63.5227,63.6938,495178,
300870.SZ,ŷ½ͨ,2021-10-18,63.3214,64.2274,62.4556,62.7979,364839,
300870.SZ,ŷ½ͨ,2021-10-19,62.5965,63.2408,61.7308,61.7811,382000,
300870.SZ,ŷ½ͨ,2021-10-20,61.7811,62.2845,60.9556,62.1335,398500,
300870.SZ,ŷ½ͨ,2021-10-21,61.912,65.1737,61.5798,63.9556,793947,
300870.SZ,ŷ½ͨ,2021-10-22,63.9556,64.5797,62.5261,62.6167,316566,
300870.SZ,ŷ½ͨ,2021-10-25,62.7979,64.0865,60.4523,61.2576,494317,
300870.SZ,ŷ½ͨ,2021-10-26,61.2174,61.5596,59.7375,59.7677,480000,
300870.SZ,ŷ½ͨ,2021-10-27,59.2946,62.3449,58.4691,62.1637,561340,
300870.SZ,ŷ½ͨ,2021-10-28,61.8516,65.7374,61.1167,63.9254,924831,
300870.SZ,ŷ½ͨ,2021-10-29,63.8549,64.3381,63.3214,64.1267,375600,
300870.SZ,ŷ½ͨ,2021-11-01,64.2677,65.818,62.8885,65.4354,409228,
300870.SZ,ŷ½ͨ,2021-11-02,64.8818,68.4455,64.8818,68.0529,758381,
300870.SZ,ŷ½ͨ,2021-11-03,68.6569,75.7038,68.6569,75.5024,1959706,
300870.SZ,ŷ½ͨ,2021-11-04,75.3011,80.5158,73.7608,79.2876,2232266,
300870.SZ,ŷ½ͨ,2021-11-05,78.3212,81.0393,78.1198,79.2775,1910272,
300870.SZ,ŷ½ͨ,2021-11-08,79.499,82.3983,77.5158,82.046,1085071,
300870.SZ,ŷ½ͨ,2021-11-09,82.5493,87.3714,82.3882,86.7573,1596667,
300870.SZ,ŷ½ͨ,2021-11-10,87.7842,87.7842,83.8983,86.5962,1034862,
300870.SZ,ŷ½ͨ,2021-11-11,85.4989,87.2808,83.5661,84.2808,1218021,
300870.SZ,ŷ½ͨ,2021-11-12,84.2808,87.5828,84.2808,86.3748,1283142,
300870.SZ,ŷ½ͨ,2021-11-15,86.7171,88.3882,83.9587,85.7808,1221600,
300870.SZ,ŷ½ͨ,2021-11-16,87.0795,87.0795,81.8245,82.4587,1128836,
300870.SZ,ŷ½ͨ,2021-11-17,83.9486,86.0728,81.5426,82.8916,869684,
300870.SZ,ŷ½ͨ,2021-11-18,82.5493,87.4016,82.5493,84.7439,1043964,
300870.SZ,ŷ½ͨ,2021-11-19,84.7439,89.8781,84.0795,85.0661,963033,
